survived,pclass,sex,age,sibsp,parch,fare,alone,embarked_C,embarked_Q,embarked_S
0,0.8273772438659699,0.7376951317802901,-0.5834320775681558,0.8102200324595066,0.0,-0.8205524467753036,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-1.5661069258891576,-1.3555735383351195,0.742685221190076,0.8102200324595066,0.0,2.0316232164746784,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,0.8273772438659699,-1.3555735383351195,-0.2519027528785979,-0.6025119615158758,0.0,-0.7875775669667633,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-1.5661069258891576,-1.3555735383351195,0.4940382276729075,0.8102200324595066,0.0,1.4192967965159125,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,0.4940382276729075,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.761524969334327,0.8119223343984152,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
0,-1.5661069258891576,0.7376951317802901,2.0688025199483078,-0.6025119615158758,0.0,1.358842850200255,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-2.199637535429751,2.9293180234225806,0.0,-0.14517805662260871,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,-0.16902042170620843,-0.6025119615158758,0.0,-0.6308467419449267,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-0.3693648410115938,-1.3555735383351195,-1.2464907269472718,0.8102200324595066,0.0,0.2942818304613415,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,0.8273772438659699,-1.3555735383351195,-2.075314038671167,0.8102200324595066,0.0,-0.35890412945574,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-1.5661069258891576,-1.3555735383351195,2.1102436855345026,-0.6025119615158758,0.0,0.12228485737999564,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.7491967399129349,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,0.8255675523624655,0.8102200324595066,0.0,0.35310901603977735,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,-1.3555735383351195,-1.2464907269472718,-0.6025119615158758,0.0,-0.7910362654711258,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-0.3693648410115938,-1.3555735383351195,2.1102436855345026,-0.6025119615158758,0.0,-0.393100301109041,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-2.199637535429751,2.9293180234225806,0.0,0.24807791739035287,-1.2316448970959013,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
1,-0.3693648410115938,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.539655322480331,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,-1.3555735383351195,0.16250890298334955,0.8102200324595066,0.0,-0.29539695352818096,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,-0.08613809053381893,-0.6025119615158758,0.0,-0.8217737386200644,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,-0.3693648410115938,0.7376951317802901,0.4940382276729075,-0.6025119615158758,0.0,0.0954164367952591,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-0.3693648410115938,0.7376951317802901,0.41115589650051804,-0.6025119615158758,0.0,-0.539655322480331,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,-1.1636083957748824,-0.6025119615158758,0.0,-0.7824872225578006,0.8119223343984152,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
1,-1.5661069258891576,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,0.5595073378043441,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,-1.3555735383351195,-1.7437847139816087,2.9293180234225806,0.0,-0.14517805662260871,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,0.742685221190076,0.8102200324595066,0.0,0.35860482934120075,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.8217737386200644,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,-1.5661069258891576,0.7376951317802901,-0.8320790710853244,2.9293180234225806,0.0,2.0316232164746784,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,-0.08613809053381893,-0.6025119615158758,0.0,-0.789814973626365,0.8119223343984152,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-1.5661069258891576,0.7376951317802901,0.908449883534855,-0.6025119615158758,0.0,0.1794803970538311,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,-1.5661069258891576,-1.3555735383351195,-0.08613809053381893,0.8102200324595066,0.0,2.0316232164746784,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,0.8273772438659699,-1.3555735383351195,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0.8119223343984152,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
0,-0.3693648410115938,0.7376951317802901,2.1102436855345026,-0.6025119615158758,0.0,-0.661784506956406,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-1.5661069258891576,0.7376951317802901,-0.08613809053381893,0.8102200324595066,0.0,2.0316232164746784,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,-1.5661069258891576,0.7376951317802901,1.074214545879634,0.8102200324595066,0.0,1.3655599553464393,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.8215685615901446,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,0.8273772438659699,0.7376951317802901,-0.6663144087405454,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,-1.3555735383351195,-0.9149614022577138,2.222952026434889,0.0,-0.29539695352818096,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,-1.2464907269472718,0.8102200324595066,0.0,-0.6255512205060441,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,0.8273772438659699,-1.3555735383351195,0.908449883534855,0.8102200324595066,0.0,-0.7118574725915968,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-0.3693648410115938,-1.3555735383351195,-0.16902042170620843,0.8102200324595066,0.0,-0.14884193215689093,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,-0.3693648410115938,-1.3555735383351195,-2.1581963698435565,0.8102200324595066,0.0,0.8564864331111263,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,0.8273772438659699,-1.3555735383351195,-0.8320790710853244,-0.6025119615158758,0.0,-0.789814973626365,0.8119223343984152,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,0.8102200324595066,0.0,-0.417526138004256,-1.2316448970959013,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
1,0.8273772438659699,-1.3555735383351195,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0.8119223343984152,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,2.222952026434889,0.0,-0.1156618753184308,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,0.8273772438659699,-1.3555735383351195,-0.9149614022577138,0.8102200324595066,0.0,-0.30516728828626694,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-1.8266670451539984,2.9293180234225806,0.0,0.7640737218017698,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.6663144087405454,-0.6025119615158758,0.0,-0.793684026190567,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-1.5661069258891576,-1.3555735383351195,1.6543908640863605,0.8102200324595066,0.0,2.0316232164746784,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,-0.3693648410115938,-1.3555735383351195,-0.003255759361429436,0.8102200324595066,0.0,0.0954164367952591,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-1.5661069258891576,0.7376951317802901,2.1102436855345026,-0.6025119615158758,0.0,1.8530605784358982,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,-1.5661069258891576,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,0.5595073378043441,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-0.3693648410115938,-1.3555735383351195,-0.6663144087405454,-0.6025119615158758,0.0,-0.661784506956406,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.04469692494762418,-0.6025119615158758,0.0,-0.8215685615901446,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,-0.3693648410115938,-1.3555735383351195,-1.9924317074987772,0.8102200324595066,0.0,0.18090686592851163,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-1.4951377204644403,2.9293180234225806,0.0,1.1164164190152461,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.5834320775681558,-0.6025119615158758,0.0,-0.8215685615901446,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,-1.5661069258891576,-1.3555735383351195,0.742685221190076,-0.6025119615158758,0.0,2.0316232164746784,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-1.5661069258891576,0.7376951317802901,1.3228615393968024,0.8102200324595066,0.0,2.0316232164746784,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-2.075314038671167,2.9293180234225806,0.0,0.18823461699707605,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-1.5661069258891576,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,0.1794803970538311,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,0.8273772438659699,0.7376951317802901,-0.08613809053381893,0.8102200324595066,0.0,-0.42994423348178334,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,-0.3693648410115938,-1.3555735383351195,-0.003255759361429436,-0.6025119615158758,0.0,-0.661784506956406,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.8320790710853244,-0.6025119615158758,0.0,-0.776180471471456,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,-0.9978437334301034,2.9293180234225806,0.0,-0.7875775669667633,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.2519027528785979,2.222952026434889,0.0,-0.7515494575463212,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-0.3693648410115938,0.7376951317802901,0.24539123415573905,-0.6025119615158758,0.0,-0.661784506956406,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,-1.3555735383351195,-1.0807260646024928,2.9293180234225806,0.0,1.1164164190152461,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-0.3693648410115938,0.7376951317802901,-0.6663144087405454,-0.6025119615158758,0.0,2.0316232164746784,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.2519027528785979,0.8102200324595066,0.0,-0.46861521845428766,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,0.8273772438659699,0.7376951317802901,0.24539123415573905,-0.6025119615158758,0.0,1.5851873103734548,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.3347850840509874,-0.6025119615158758,0.0,-0.8010117772591314,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-0.3693648410115938,0.7376951317802901,-2.199637535429751,-0.6025119615158758,0.0,0.24197145816654914,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,0.07962657181096006,-0.6025119615158758,0.0,-0.5653024512203068,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.5834320775681558,-0.6025119615158758,0.0,-0.735062017642051,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,0.7376951317802901,-0.003255759361429436,-0.6025119615158758,0.0,-0.710636180746836,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,-0.08613809053381893,-0.6025119615158758,0.0,-0.7942946721129476,0.8119223343984152,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
0,-1.5661069258891576,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,1.1261867537733323,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-0.3693648410115938,-1.3555735383351195,-0.9978437334301034,-0.6025119615158758,0.0,-0.661784506956406,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,0.3282735653281285,2.9293180234225806,0.0,-0.4004280521776055,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-1.0807260646024928,0.8102200324595066,0.0,0.5045492047901105,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,-1.5661069258891576,-1.3555735383351195,-0.5005497463957664,2.9293180234225806,0.0,2.0316232164746784,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.4176674152233769,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.003255759361429436,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.7491967399129349,-0.6025119615158758,0.0,-0.7910362654711258,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-1.5661069258891576,0.7376951317802901,1.405743870569192,0.8102200324595066,0.0,1.8137740623736347,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.2519027528785979,0.8102200324595066,0.0,-0.16960389351782373,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,2.1102436855345026,-0.6025119615158758,0.0,-0.8205524467753036,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-1.5661069258891576,0.7376951317802901,2.1102436855345026,-0.6025119615158758,0.0,0.5181885921123986,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,-1.5661069258891576,0.7376951317802901,-0.5005497463957664,-0.6025119615158758,0.0,1.9204319217602805,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,-0.3693648410115938,-1.3555735383351195,0.41115589650051804,-0.6025119615158758,0.0,-0.051138584576030925,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-0.3693648410115938,0.7376951317802901,0.41115589650051804,0.8102200324595066,0.0,0.0954164367952591,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,-1.3555735383351195,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-1.5661069258891576,0.7376951317802901,-0.6663144087405454,-0.6025119615158758,0.0,2.0316232164746784,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,0.3282735653281285,-0.6025119615158758,0.0,-0.7519549264387818,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,0.6598028900176865,2.222952026434889,0.0,-0.7875775669667633,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,-0.6663144087405454,-0.6025119615158758,0.0,-0.8010117772591314,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7949053180353277,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,0.742685221190076,-0.6025119615158758,0.0,-0.7890040358414437,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,-0.08613809053381893,0.8102200324595066,0.0,0.005040840282963516,-1.2316448970959013,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
0,-1.5661069258891576,0.7376951317802901,1.4886262017415814,-0.6025119615158758,0.0,1.3655599553464393,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,-1.3555735383351195,-1.205049561361077,0.8102200324595066,0.0,-0.46861521845428766,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,0.8273772438659699,0.7376951317802901,-0.5834320775681558,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,-1.3555735383351195,-0.7491967399129349,0.8102200324595066,0.0,-0.6947593867649463,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,-1.3555735383351195,-0.9978437334301034,-0.6025119615158758,0.0,-0.46841492659174694,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,0.8273772438659699,0.7376951317802901,-0.6663144087405454,-0.6025119615158758,0.0,-0.7875775669667633,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,2.1102436855345026,-0.6025119615158758,0.0,-0.7961266098800885,0.8119223343984152,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
0,-0.3693648410115938,0.7376951317802901,-0.003255759361429436,0.8102200324595066,0.0,-0.14884193215689093,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-1.5661069258891576,0.7376951317802901,-0.4176674152233769,-0.6025119615158758,0.0,2.0316232164746784,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,0.8273772438659699,-1.3555735383351195,-2.199637535429751,2.9293180234225806,0.0,0.35310901603977735,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-0.3693648410115938,0.7376951317802901,-0.6663144087405454,2.222952026434889,0.0,2.0316232164746784,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-0.3693648410115938,0.7376951317802901,0.2868323997419338,0.8102200324595066,0.0,0.2942818304613415,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
1,-0.3693648410115938,-1.3555735383351195,0.2868323997419338,-0.6025119615158758,0.0,-0.539655322480331,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,-1.5661069258891576,0.7376951317802901,2.0688025199483078,-0.6025119615158758,0.0,2.0316232164746784,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,0.7376951317802901,-1.4122553892920509,0.8102200324595066,0.0,-0.6255512205060441,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,0.8273772438659699,0.7376951317802901,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0.8119223343984152,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
1,0.8273772438659699,0.7376951317802901,-0.4176674152233769,-0.6025119615158758,0.0,-0.8258430830468071,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1,0.8273772438659699,-1.3555735383351195,-0.08613809053381893,0.8102200324595066,0.0,-0.08248670364734986,-1.2316448970959013,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,0.8273772438659699,0.7376951317802901,1.3228615393968024,-0.6025119615158758,0.0,-0.8339866570676719,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,0.7376951317802901,0.3282735653281285,-0.6025119615158758,0.0,-0.7890040358414437,0.8119223343984152,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
0,0.8273772438659699,0.7376951317802901,-0.7491967399129349,-0.6025119615158758,0.0,-0.8303227815333896,0.8119223343984152,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
0,0.8273772438659699,-1.3555735383351195,1.4886262017415814,0.8102200324595066,0.0,-0.466377811794686,-1.2316448970959013,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
